Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDL03,3264.0,OUT049
DRL59,1008.0,OUT049
DRM11,5568.0,OUT027
FDA43,3220.0,OUT049
FDZ56,780.0,OUT010
FDI44,980.0,OUT018
FDB50,1292.0,OUT013
FDU15,-1252.0,OUT019
NCJ19,-988.0,OUT019
FDD48,1884.0,OUT013
NCW42,3636.0,OUT035
FDL24,2920.0,OUT017
NCB30,3140.0,OUT013
FDK25,2732.0,OUT013
FDW28,3200.0,OUT049
FDD47,2864.0,OUT017
FDK16,-420.0,OUT019
FDW37,1488.0,OUT046
FDA48,3636.0,OUT035
FDA14,2448.0,OUT017
FDV15,1660.0,OUT013
FDN22,4116.0,OUT049
NCD55,624.0,OUT045
FDY43,2684.0,OUT013
NCU05,1388.0,OUT017
FDF10,2540.0,OUT035
FDR39,2644.0,OUT018
FDG40,604.0,OUT013
FDZ28,188.0,OUT019
FDE02,1448.0,OUT045
FDU60,2828.0,OUT049
FDM21,4092.0,OUT013
FDV52,-4.0,OUT019
NCW06,3044.0,OUT013
FDX36,3748.0,OUT035
FDT35,4184.0,OUT027
NCL19,340.0,OUT010
NCD31,2600.0,OUT046
FDE53,-164.0,OUT019
FDW58,-180.0,OUT019
DRF48,2960.0,OUT046
FDW57,2980.0,OUT035
DRH13,1824.0,OUT017
FDT33,2732.0,OUT013
DRK47,5008.0,OUT027
FDY22,380.0,OUT010
FDC35,1372.0,OUT019
FDO03,3676.0,OUT013
FDF24,1312.0,OUT045
FDF56,2620.0,OUT018
FDD28,972.0,OUT013
FDG53,3704.0,OUT027
FDO27,-324.0,OUT019
NCF54,2428.0,OUT018
FDC20,2360.0,OUT027
FDU10,696.0,OUT046
DRA24,2364.0,OUT018
FDA02,436.0,OUT010
FDG10,1104.0,OUT017
FDW39,956.0,OUT010
FDP04,-836.0,OUT019
NCM55,2948.0,OUT013
FDG47,4048.0,OUT045
NCU41,3136.0,OUT017
NCK31,952.0,OUT017
FDZ46,1696.0,OUT045
FDU13,3800.0,OUT027
NCF19,752.0,OUT045
NCJ43,2740.0,OUT013
NCJ05,2368.0,OUT045
FDS04,3688.0,OUT027
FDX28,-308.0,OUT010
FDB41,2264.0,OUT027
FDG53,2264.0,OUT046
FDL15,516.0,OUT010
FDQ08,1160.0,OUT049
DRN36,1588.0,OUT013
FDI46,4012.0,OUT013
FDG16,4832.0,OUT027
FDV32,1052.0,OUT013
FDF44,236.0,OUT010
FDK04,652.0,OUT018
NCA41,3076.0,OUT013
FDD51,840.0,OUT017
NCZ53,2908.0,OUT045
FDP01,3912.0,OUT027
FDY25,2988.0,OUT049
FDB17,2580.0,OUT018
NCV54,1612.0,OUT018
FDJ32,1152.0,OUT017
FDA37,2140.0,OUT049
FDG35,2948.0,OUT035
NCM05,3892.0,OUT018
FDG45,3360.0,OUT046
FDH28,732.0,OUT013
NCE18,4008.0,OUT049
FDH38,1832.0,OUT045
FDR56,3212.0,OUT013
FDH17,3048.0,OUT027
FDD39,3556.0,OUT049
FDB41,944.0,OUT049
NCR53,3504.0,OUT046
FDX46,1112.0,OUT017
FDV28,744.0,OUT049
FDA08,2396.0,OUT018
FDH45,864.0,OUT017
NCS38,-124.0,OUT010
FDD40,1204.0,OUT010
DRM59,2596.0,OUT035
NCJ43,2484.0,OUT018
NCN29,852.0,OUT013
NCC19,2944.0,OUT045
FDR56,3308.0,OUT035
FDZ43,3972.0,OUT049
FDJ32,-900.0,OUT010
DRH03,1608.0,OUT017
NCZ54,2728.0,OUT035
FDE26,2432.0,OUT017
FDS03,984.0,OUT045
DRZ24,4.0,OUT019
FDO48,4984.0,OUT027
FDW39,2924.0,OUT049
NCK05,1112.0,OUT049
NCK30,4104.0,OUT017
FDT27,3476.0,OUT018
FDS08,924.0,OUT019
NCJ19,1004.0,OUT049
FDC58,668.0,OUT045
DRE37,2996.0,OUT013
FDW02,2228.0,OUT035
FDJ02,500.0,OUT010
FDX09,2748.0,OUT045
FDT31,1076.0,OUT010
FDI24,2924.0,OUT049
FDY09,2740.0,OUT045
FDV28,576.0,OUT045
DRM47,3140.0,OUT049
FDT52,2028.0,OUT019
FDI48,652.0,OUT018
FDY55,4160.0,OUT017
FDU48,2124.0,OUT013
FDN25,900.0,OUT045
FDP20,2140.0,OUT049
FDJ15,3020.0,OUT013
FDD04,1956.0,OUT018
FDY58,3576.0,OUT045
FDR37,2676.0,OUT018
FDF44,2140.0,OUT013
FDD32,1328.0,OUT045
FDR57,2648.0,OUT017
DRG39,2344.0,OUT027
FDX15,2628.0,OUT017
DRN37,2560.0,OUT045
FDW40,3736.0,OUT027
FDB32,1628.0,OUT049
FDM40,1988.0,OUT018
FDE39,3384.0,OUT027
DRH49,1448.0,OUT017
FDT46,936.0,OUT049
NCF06,4196.0,OUT035
FDP07,3220.0,OUT017
FDC04,3820.0,OUT013
FDZ32,1824.0,OUT017
FDD50,2628.0,OUT045
FDU56,3048.0,OUT017
FDV34,1340.0,OUT017
NCY41,628.0,OUT013
NCK18,2616.0,OUT046
DRH25,980.0,OUT049
FDT57,3768.0,OUT046
FDV56,1492.0,OUT018
FDV12,1552.0,OUT045
FDN52,1576.0,OUT017
FDX38,1004.0,OUT035
FDE47,1684.0,OUT018
NCO07,3348.0,OUT013
FDV09,3848.0,OUT027
FDZ23,1084.0,OUT019
DRH51,1140.0,OUT018
NCY54,2624.0,OUT045
DRG49,3908.0,OUT013
NCC19,3124.0,OUT049
NCV53,3728.0,OUT045
FDZ47,-228.0,OUT019
NCO26,1532.0,OUT018
NCP02,920.0,OUT045
NCW30,3796.0,OUT018
NCN55,3784.0,OUT046
FDB20,-684.0,OUT010
DRL11,2516.0,OUT013
DRD60,2820.0,OUT045
FDW14,-452.0,OUT010
FDL27,-828.0,OUT010
FDU09,684.0,OUT018
DRH36,2664.0,OUT027
FDP34,3920.0,OUT027
FDE04,2996.0,OUT017
FDZ57,3576.0,OUT027
FDF02,-252.0,OUT010
FDG28,3856.0,OUT045
NCI31,576.0,OUT046
FDT43,892.0,OUT013
FDU20,1992.0,OUT046
FDD53,748.0,OUT013
FDW15,2360.0,OUT045
NCT53,2504.0,OUT045
NCG55,3264.0,OUT027
FDD48,1996.0,OUT035
FDG47,4260.0,OUT049
FDI21,1196.0,OUT017
FDT27,3856.0,OUT017
DRO35,1892.0,OUT013
FDD33,3792.0,OUT017
FDC04,3996.0,OUT035
FDY34,2684.0,OUT013
DRJ49,2148.0,OUT049
FDE05,2444.0,OUT049
FDU31,3624.0,OUT017
NCN19,4416.0,OUT027
FDK56,4376.0,OUT027
FDK58,1816.0,OUT017
NCJ42,1792.0,OUT035
FDZ34,4488.0,OUT027
FDA52,2548.0,OUT018
NCR29,916.0,OUT013
FDT48,3324.0,OUT035
DRJ51,1700.0,OUT019
NCS54,2800.0,OUT046
FDV01,2660.0,OUT035
DRG51,4048.0,OUT027
NCG42,2116.0,OUT013
FDA51,1980.0,OUT049
FDV19,668.0,OUT010
NCT18,2808.0,OUT045
NCS41,2844.0,OUT045
FDO03,3648.0,OUT046
FDL12,-884.0,OUT010
FDY37,420.0,OUT010
FDI58,1636.0,OUT049
FDT28,2100.0,OUT018
NCC42,268.0,OUT010
FDO01,2244.0,OUT017
FDJ02,2412.0,OUT013
FDQ04,428.0,OUT018
DRL47,2036.0,OUT013
FDZ32,1916.0,OUT035
FDC35,3428.0,OUT035
FDX14,1132.0,OUT045
FDZ35,1756.0,OUT013
FDL14,2540.0,OUT013
FDO04,1020.0,OUT049
DRK11,2504.0,OUT017
FDB44,3068.0,OUT018
FDZ50,3072.0,OUT049
FDI12,2920.0,OUT027
FDU43,3904.0,OUT017
FDD58,-340.0,OUT010
FDB27,3208.0,OUT017
FDB04,1156.0,OUT018
NCO17,1908.0,OUT013
FDL12,1108.0,OUT017
DRJ13,2652.0,OUT049
FDD57,1512.0,OUT045
FDW19,1984.0,OUT035
DRD27,1340.0,OUT018
FDH27,3752.0,OUT027
NCW30,5528.0,OUT027
FDR40,1076.0,OUT018
FDG05,2556.0,OUT013
NCY41,-1324.0,OUT019
FDI38,3044.0,OUT018
FDR20,784.0,OUT046
FDE09,1872.0,OUT017
FDN50,-308.0,OUT019
DRF27,2360.0,OUT045
DRF51,644.0,OUT013
NCO02,-828.0,OUT019
FDB51,2472.0,OUT027
FDJ50,908.0,OUT013
FDN52,1436.0,OUT013
FDX14,1276.0,OUT013
FDT27,1868.0,OUT019
FDV10,764.0,OUT013
FDU33,784.0,OUT046
FDU58,2992.0,OUT046
NCP42,4512.0,OUT027
FDL51,4872.0,OUT027
DRH15,2192.0,OUT027
FDU16,1548.0,OUT017
FDW15,2536.0,OUT017
FDQ44,1904.0,OUT045
NCI06,4280.0,OUT027
DRK23,2084.0,OUT019
FDC28,1916.0,OUT035
NCY17,-1212.0,OUT019
NCV05,2148.0,OUT018
FDM34,220.0,OUT019
DRD60,4344.0,OUT027
FDT38,1400.0,OUT046
FDQ57,2036.0,OUT018
FDE59,2056.0,OUT027
NCM43,2584.0,OUT046
DRI51,2820.0,OUT049
NCG30,2084.0,OUT017
NCK54,1976.0,OUT035
FDQ16,-132.0,OUT019
FDI36,3196.0,OUT013
FDX16,3816.0,OUT027
FDA34,2768.0,OUT046
FDJ48,3636.0,OUT018
FDU47,2400.0,OUT035
FDS39,2280.0,OUT046
FDD11,3976.0,OUT046
FDM16,2696.0,OUT027
FDU56,2628.0,OUT018
FDQ32,2120.0,OUT017
DRK35,676.0,OUT013
FDA58,3796.0,OUT049
DRG48,388.0,OUT019
FDT59,1756.0,OUT010
FDQ31,-404.0,OUT019
FDS51,772.0,OUT018
FDW32,2896.0,OUT027
FDI15,5608.0,OUT027
NCV30,1120.0,OUT017
DRG25,3076.0,OUT049
FDT02,604.0,OUT013
FDO33,3272.0,OUT027
FDP38,1008.0,OUT035
FDZ45,3288.0,OUT035
NCA54,4288.0,OUT027
FDU33,904.0,OUT017
FDN58,3848.0,OUT017
FDI05,1200.0,OUT045
FDM57,-532.0,OUT019
NCS42,2864.0,OUT027
FDB57,3496.0,OUT045
FDC03,3084.0,OUT045
FDZ58,1964.0,OUT013
NCK29,1896.0,OUT045
NCR53,3456.0,OUT045
FDE26,3760.0,OUT027
FDU52,2560.0,OUT049
FDE41,2840.0,OUT027
FDU38,2724.0,OUT018
FDA52,2944.0,OUT017
FDW46,1120.0,OUT046
DRI59,3704.0,OUT035
FDT38,1540.0,OUT035
FDL33,2836.0,OUT018
FDQ01,5464.0,OUT027
FDJ08,3016.0,OUT046
FDQ47,740.0,OUT049
NCZ18,3956.0,OUT013
FDE29,1096.0,OUT017
FDF10,3816.0,OUT027
FDC48,1460.0,OUT049
FDY58,3644.0,OUT013
NCX30,1972.0,OUT010
FDV11,2876.0,OUT013
FDT46,824.0,OUT046
DRD01,-940.0,OUT019
FDQ11,4108.0,OUT013
NCM41,1592.0,OUT017
NCC55,628.0,OUT013
FDG45,4824.0,OUT027
NCQ54,2756.0,OUT049
FDM34,2016.0,OUT045
FDD17,1852.0,OUT019
FDN38,5432.0,OUT027
FDB53,2076.0,OUT018
NCL06,4268.0,OUT035
NCV18,-604.0,OUT019
FDX25,2924.0,OUT013
FDB39,920.0,OUT046
FDC33,3268.0,OUT049
NCO14,444.0,OUT018
FDA58,5184.0,OUT027
NCQ02,3056.0,OUT017
NCR53,3664.0,OUT017
FDN52,1456.0,OUT046
FDG26,4056.0,OUT046
FDE23,2280.0,OUT027
DRI37,996.0,OUT013
DRH37,2356.0,OUT018
FDO01,2252.0,OUT035
FDK45,1932.0,OUT049
FDP23,3544.0,OUT049
FDM33,3628.0,OUT035
FDD36,2040.0,OUT017
FDL56,1488.0,OUT017
FDT27,1844.0,OUT010
FDG52,856.0,OUT017
NCL42,3988.0,OUT035
DRJ24,2928.0,OUT046
FDV38,872.0,OUT046
FDT35,2680.0,OUT045
FDY51,3400.0,OUT045
FDC37,1820.0,OUT017
NCP43,2884.0,OUT013
FDO33,1736.0,OUT045
FDW04,1860.0,OUT018
NCC31,2448.0,OUT046
FDK22,3528.0,OUT049
FDJ50,1024.0,OUT017
FDV13,1608.0,OUT017
DRL60,2528.0,OUT017
FDW03,1832.0,OUT017
FDY27,2976.0,OUT035
FDB39,2344.0,OUT027
FDU59,2512.0,OUT045
FDZ57,2216.0,OUT049
FDO21,3712.0,OUT049
FDS43,2700.0,OUT018
FDU28,1116.0,OUT010
FDC51,84.0,OUT010
FDW16,-380.0,OUT010
FDP32,76.0,OUT010
FDB60,1196.0,OUT019
NCQ30,1904.0,OUT046
FDD26,3076.0,OUT049
FDI44,1192.0,OUT045
DRH23,904.0,OUT046
FDO44,1760.0,OUT046
FDG04,2976.0,OUT046
FDM32,2936.0,OUT027
FDM09,2764.0,OUT013
FDZ47,1660.0,OUT013
FDM40,3712.0,OUT027
FDY48,1756.0,OUT017
NCM30,632.0,OUT045
FDX36,1668.0,OUT010
DRF03,776.0,OUT017
FDN51,4252.0,OUT049
FDM57,1516.0,OUT049
FDB35,1660.0,OUT049
FDY13,2712.0,OUT027
FDA37,2168.0,OUT017
NCX53,2368.0,OUT017
FDD59,1076.0,OUT018
FDX10,-1252.0,OUT019
FDC03,2860.0,OUT018
FDW43,3780.0,OUT035
FDW10,2800.0,OUT046
FDY14,5592.0,OUT027
FDV43,696.0,OUT045
FDO40,2428.0,OUT013
FDP46,2920.0,OUT027
NCE43,740.0,OUT019
FDD05,2088.0,OUT035
FDJ60,756.0,OUT010
DRE27,1252.0,OUT018
FDO11,4156.0,OUT035
DRG11,3160.0,OUT027
FDK33,1492.0,OUT010
DRM23,2628.0,OUT045
FDJ02,3832.0,OUT027
NCZ05,1592.0,OUT045
NCL30,2036.0,OUT013
FDZ19,2484.0,OUT018
FDM45,2076.0,OUT049
FDO36,2832.0,OUT046
NCK31,768.0,OUT045
DRJ37,2372.0,OUT045
FDP24,1652.0,OUT018
FDF46,1868.0,OUT013
FDX46,-900.0,OUT019
NCL18,2968.0,OUT045
FDJ26,3436.0,OUT013
FDJ07,1788.0,OUT045
FDY15,2524.0,OUT013
DRG01,1156.0,OUT045
FDF58,1016.0,OUT045
FDZ14,92.0,OUT019
FDP31,1212.0,OUT049
FDH45,780.0,OUT013
FDA09,924.0,OUT010
FDW31,3344.0,OUT035
FDA57,704.0,OUT046
NCE55,2920.0,OUT035
FDC17,1468.0,OUT019
FDC59,1132.0,OUT013
FDA22,2684.0,OUT013
FDK52,3708.0,OUT035
NCM26,2424.0,OUT046
NCT53,2772.0,OUT035
FDW45,2100.0,OUT018
NCI18,3660.0,OUT035
FDE38,2332.0,OUT018
FDF08,-420.0,OUT019
FDY58,1708.0,OUT010
FDF58,-852.0,OUT019
FDX39,3484.0,OUT017
FDB44,3444.0,OUT049
FDF28,2092.0,OUT013
FDE39,1900.0,OUT013
FDT37,3716.0,OUT018
FDZ45,3264.0,OUT017
FDO40,2564.0,OUT035
FDM57,2872.0,OUT027
DRG36,2828.0,OUT017
FDY36,-740.0,OUT010
DRL60,3856.0,OUT027
FDS25,-100.0,OUT019
DRF49,3232.0,OUT027
FDP16,3824.0,OUT045
FDS60,2988.0,OUT049
FDU15,2144.0,OUT027
FDK43,2032.0,OUT046
FDN25,1008.0,OUT046
FDE53,1796.0,OUT049
FDB22,2492.0,OUT013
FDE39,2032.0,OUT017
FDX35,3780.0,OUT035
NCG54,2772.0,OUT049
FDH27,2476.0,OUT035
NCK42,3412.0,OUT013
FDS25,1880.0,OUT049
FDI10,2500.0,OUT018
FDU35,1764.0,OUT035
FDI04,3308.0,OUT017
DRK23,4116.0,OUT035
FDB53,428.0,OUT019
FDY02,4268.0,OUT049
FDM60,884.0,OUT035
NCJ31,1804.0,OUT010
DRP35,2128.0,OUT017
NCQ30,1660.0,OUT018
DRL11,588.0,OUT010
FDU01,3020.0,OUT013
FDR39,3020.0,OUT035
FDO08,2680.0,OUT046
FDC02,4060.0,OUT045
NCZ29,2168.0,OUT035
FDF29,228.0,OUT010
FDZ23,3128.0,OUT017
NCU53,2316.0,OUT018
NCW30,4084.0,OUT013
NCM26,3888.0,OUT027
FDV50,3400.0,OUT027
FDW15,2484.0,OUT049
FDI35,4344.0,OUT027
FDO11,4088.0,OUT017
FDN48,1496.0,OUT046
NCA17,2476.0,OUT049
NCN54,1300.0,OUT013
FDP22,892.0,OUT013
NCB54,2148.0,OUT035
FDD08,584.0,OUT045
DRM48,-1332.0,OUT010
FDG41,3256.0,OUT027
FDE44,2248.0,OUT027
FDE26,2444.0,OUT035
NCS38,1812.0,OUT013
NCJ54,3340.0,OUT018
FDI40,-292.0,OUT019
FDN45,3260.0,OUT018
FDU43,3832.0,OUT046
FDI04,1244.0,OUT010
NCC07,1396.0,OUT018
NCC07,-236.0,OUT019
NCD18,3568.0,OUT045
FDU55,4236.0,OUT035
FDX59,756.0,OUT035
FDR52,3168.0,OUT049
NCP17,1060.0,OUT013
FDQ32,1944.0,OUT045
NCT17,3060.0,OUT049
FDO10,1108.0,OUT049
FDE32,732.0,OUT049
FDN44,2464.0,OUT045
FDH02,1640.0,OUT035
FDK60,1660.0,OUT013
FDS24,-452.0,OUT019
FDL03,1268.0,OUT010
FDB46,4848.0,OUT027
FDO48,3672.0,OUT049
FDZ39,1820.0,OUT049
FDT02,2056.0,OUT027
FDC50,1548.0,OUT013
FDP39,1012.0,OUT035
DRG15,700.0,OUT018
FDP10,1388.0,OUT018
FDF53,4376.0,OUT027
FDN34,2696.0,OUT045
FDK02,1864.0,OUT045
FDC23,2748.0,OUT045
FDJ10,348.0,OUT019
FDE53,1880.0,OUT035
FDR25,4388.0,OUT035
FDW50,2632.0,OUT046
FDS09,996.0,OUT049
FDW49,900.0,OUT010
FDU51,2880.0,OUT046
FDF28,1788.0,OUT018
NCY30,2556.0,OUT018
FDD44,4068.0,OUT045
FDX09,2928.0,OUT017
NCF30,2004.0,OUT013
FDZ50,1068.0,OUT019
FDW37,1468.0,OUT013
FDD11,4120.0,OUT049
DRH39,940.0,OUT018
FDA36,3028.0,OUT049
NCG43,1572.0,OUT049
FDF02,1820.0,OUT035
FDP57,3096.0,OUT027
NCE42,3768.0,OUT017
NCR38,5408.0,OUT027
FDP03,140.0,OUT019
FDO51,912.0,OUT035
NCQ42,2040.0,OUT046
NCM41,1456.0,OUT046
FDH48,2824.0,OUT027
DRF60,3728.0,OUT046
FDJ27,1824.0,OUT035
FDQ14,2428.0,OUT013
FDN27,2024.0,OUT017
NCQ02,2976.0,OUT046
FDJ33,2140.0,OUT049
FDP07,4552.0,OUT027
DRE01,3884.0,OUT049
FDU36,1548.0,OUT045
FDL28,3768.0,OUT017
NCX53,2240.0,OUT046
FDZ39,1756.0,OUT013
NCP42,3108.0,OUT013
FDJ14,1516.0,OUT035
FDK04,1020.0,OUT049
NCC19,3160.0,OUT017
FDS09,620.0,OUT018
FDZ02,1648.0,OUT046
FDD35,1668.0,OUT018
NCY42,2392.0,OUT017
FDB05,3828.0,OUT045
FDF20,3252.0,OUT035
NCO41,1276.0,OUT018
FDC40,2784.0,OUT027
FDV58,3060.0,OUT045
FDZ57,2056.0,OUT045
DRM35,2832.0,OUT046
DRN36,1244.0,OUT018
FDQ13,1368.0,OUT046
DRO35,-76.0,OUT010
NCD43,1812.0,OUT035
FDA51,1580.0,OUT018
NCX17,5096.0,OUT027
NCZ17,748.0,OUT049
FDR11,4016.0,OUT027
FDW34,3940.0,OUT049
FDN50,1664.0,OUT017
FDS09,872.0,OUT046
FDS48,2132.0,OUT018
FDL44,2704.0,OUT049
DRF48,2684.0,OUT018
FDA14,2084.0,OUT018
NCD30,1644.0,OUT049
FDI16,1004.0,OUT017
NCG06,4212.0,OUT035
DRZ24,2068.0,OUT035
NCS17,1448.0,OUT045
FDB37,3800.0,OUT045
FDE10,2268.0,OUT035
FDC57,3024.0,OUT045
FDM12,2748.0,OUT018
FDE24,2340.0,OUT049
FDW22,3460.0,OUT045
DRD01,2368.0,OUT027
NCZ18,5408.0,OUT027
FDN49,668.0,OUT045
FDR22,2024.0,OUT035
FDV08,-1156.0,OUT019
FDY39,2984.0,OUT046
FDV36,2124.0,OUT049
FDO60,704.0,OUT045
FDU04,3416.0,OUT027
FDR20,2280.0,OUT027
FDW19,-84.0,OUT019
FDU40,3188.0,OUT049
FDK15,1504.0,OUT045
DRF15,2572.0,OUT035
FDQ25,2920.0,OUT017
FDI48,-980.0,OUT019
FDS49,1248.0,OUT046
FDV22,2560.0,OUT046
NCV42,1736.0,OUT046
FDX26,2920.0,OUT046
FDI33,1180.0,OUT018
FDZ14,2084.0,OUT049
FDG10,1004.0,OUT013
FDM38,604.0,OUT018
FDG26,5496.0,OUT027
FDH46,1836.0,OUT035
FDN13,1316.0,OUT018
FDU57,2576.0,OUT035
NCI06,2824.0,OUT046
FDM38,848.0,OUT045
NCG42,124.0,OUT010
FDL39,2840.0,OUT045
FDT31,1148.0,OUT019
FDV59,3468.0,OUT013
FDB49,1820.0,OUT035
FDD58,1732.0,OUT049
DRN59,752.0,OUT046
FDX48,2596.0,OUT049
FDQ11,4168.0,OUT049
FDY12,1004.0,OUT049
FDQ11,4024.0,OUT045
DRI11,1968.0,OUT017
FDY32,4024.0,OUT027
FDS51,944.0,OUT045
FDR19,396.0,OUT010
DRB13,2772.0,OUT018
FDS21,1236.0,OUT035
FDQ40,2780.0,OUT045
NCE55,2788.0,OUT013
FDX43,4064.0,OUT027
FDS12,2092.0,OUT049
DRK01,2960.0,OUT027
FDN25,1072.0,OUT017
FDB60,3088.0,OUT046
FDQ13,1480.0,OUT017
DRK13,3040.0,OUT045
DRF25,324.0,OUT018
NCD42,-1244.0,OUT019
FDW25,1312.0,OUT045
NCV29,4272.0,OUT027
NCK42,3524.0,OUT035
DRJ13,3952.0,OUT027
DRD15,3776.0,OUT017
FDM27,2456.0,OUT045
FDZ50,2692.0,OUT018
FDC04,3832.0,OUT046
FDF50,3196.0,OUT049
FDP15,4000.0,OUT045
FDK46,4236.0,OUT035
FDZ56,2412.0,OUT018
FDY60,2440.0,OUT049
FDB10,3892.0,OUT035
FDR57,2460.0,OUT045
FDU58,3116.0,OUT049
FDH02,1480.0,OUT046
FDP48,2956.0,OUT013
FDI46,4124.0,OUT035
FDW56,3084.0,OUT013
NCM19,-140.0,OUT010
FDS50,4944.0,OUT027
FDK24,764.0,OUT013
FDO36,2976.0,OUT017
FDK45,3288.0,OUT027
NCL05,668.0,OUT045
FDL32,1572.0,OUT018
FDA28,2168.0,OUT049
FDY36,948.0,OUT018
FDP32,1748.0,OUT018
FDL50,2016.0,OUT046
DRC24,2520.0,OUT049
NCS18,1816.0,OUT017
FDD16,1352.0,OUT017
NCV18,1364.0,OUT013
FDX07,2968.0,OUT046
NCZ05,3104.0,OUT027
NCI31,628.0,OUT013
FDK14,1452.0,OUT049
NCR06,648.0,OUT045
NCF54,2836.0,OUT049
DRG23,460.0,OUT010
FDD53,736.0,OUT046
NCM31,3648.0,OUT027
FDT16,4284.0,OUT017
FDR40,1492.0,OUT035
DRG25,3040.0,OUT017
FDT10,1200.0,OUT035
FDY32,2620.0,OUT013
FDN50,1712.0,OUT035
FDZ35,-164.0,OUT019
NCP54,1872.0,OUT045
NCD07,1928.0,OUT035
FDS02,2868.0,OUT018
DRN59,524.0,OUT018
DRB24,2500.0,OUT013
FDP37,3456.0,OUT027
DRB01,2724.0,OUT018
FDR47,3096.0,OUT046
NCM31,308.0,OUT010
NCF06,5504.0,OUT027
NCV17,3504.0,OUT027
FDS10,2948.0,OUT049
FDN52,1596.0,OUT035
FDZ48,1852.0,OUT013
FDJ48,4028.0,OUT049
DRB13,4504.0,OUT027
FDV59,3544.0,OUT017
FDL32,1980.0,OUT035
FDZ12,2412.0,OUT035
NCR06,2128.0,OUT027
FDP51,2072.0,OUT017
FDY22,2332.0,OUT013
FDZ38,2828.0,OUT049
NCO54,1048.0,OUT035
FDR23,2932.0,OUT035
FDM38,1044.0,OUT049
FDS25,1852.0,OUT013
FDZ22,1388.0,OUT013
FDZ20,2124.0,OUT019
FDD45,-404.0,OUT010
FDN03,4076.0,OUT049
NCW30,4056.0,OUT046
FDY24,2400.0,OUT027
FDJ26,1484.0,OUT019
FDM15,2572.0,OUT049
NCW54,2368.0,OUT027
FDA23,1560.0,OUT045
FDA39,-1220.0,OUT019
FDZ12,2400.0,OUT017
NCB42,1840.0,OUT046
FDL16,760.0,OUT046
FDO24,636.0,OUT019
NCP42,3040.0,OUT046
FDR19,2100.0,OUT018
DRL01,3664.0,OUT045
FDV37,3192.0,OUT046
FDI41,468.0,OUT010
FDF58,1140.0,OUT049
NCF43,1964.0,OUT018
FDN02,3360.0,OUT049
NCP41,1872.0,OUT035
NCY17,2176.0,OUT027
FDL58,5664.0,OUT027
NCA30,4392.0,OUT027
FDE46,2132.0,OUT018
FDY38,3844.0,OUT035
NCH29,2976.0,OUT027
FDO20,3976.0,OUT045
FDP44,1428.0,OUT018
FDM02,2936.0,OUT027
FDJ14,2792.0,OUT027
FDH04,-428.0,OUT010
DRK23,3976.0,OUT046
NCW05,1680.0,OUT046
FDF12,2436.0,OUT049
FDL51,1516.0,OUT019
FDN03,3708.0,OUT018
DRJ37,2492.0,OUT049
FDM12,1132.0,OUT019
FDA16,3448.0,OUT045
NCB07,3204.0,OUT017
NCI17,-380.0,OUT019
FDR51,2400.0,OUT046
FDJ55,3548.0,OUT045
NCZ17,660.0,OUT013
FDU25,1020.0,OUT013
NCG18,1596.0,OUT045
DRM11,4192.0,OUT017
FDH16,1636.0,OUT035
FDZ04,740.0,OUT018
NCX53,2412.0,OUT035
FDX38,2296.0,OUT027
FDX09,2808.0,OUT046
NCW05,1420.0,OUT018
NCS41,3016.0,OUT017
FDI26,2824.0,OUT046
NCZ41,3440.0,OUT027
NCK06,1944.0,OUT046
FDX23,3000.0,OUT027
NCA42,2488.0,OUT046
FDC20,1004.0,OUT049
DRC49,2004.0,OUT018
FDX01,1900.0,OUT013
FDC08,3556.0,OUT045
FDC02,4200.0,OUT017
FDK10,2824.0,OUT045
DRC24,2468.0,OUT013
FDW16,-356.0,OUT019
NCU06,3316.0,OUT018
DRA59,2888.0,OUT045
FDR24,-388.0,OUT019
DRL35,452.0,OUT018
FDA49,1436.0,OUT013
NCC55,600.0,OUT046
DRD24,388.0,OUT019
NCE55,2868.0,OUT049
FDT33,2664.0,OUT045
NCT53,2612.0,OUT013
FDS26,4104.0,OUT046
FDL22,1204.0,OUT018
FDP44,1840.0,OUT017
FDC52,2156.0,OUT018
FDI53,652.0,OUT010
FDZ23,3008.0,OUT046
NCT18,2900.0,OUT013
FDR13,1920.0,OUT046
FDB09,76.0,OUT010
FDZ60,1772.0,OUT013
FDB11,3568.0,OUT046
FDC10,1684.0,OUT018
FDW56,3220.0,OUT035
FDK14,2808.0,OUT027
DRE27,2976.0,OUT027
FDA38,3916.0,OUT017
FDT11,2976.0,OUT045
FDP15,4204.0,OUT035
FDV27,1620.0,OUT035
FDS36,3240.0,OUT027
FDY40,2296.0,OUT027
NCF19,920.0,OUT049
FDF53,2872.0,OUT045
FDS14,3936.0,OUT027
FDE56,1080.0,OUT046
FDZ19,2964.0,OUT035
FDZ46,1820.0,OUT013
FDR16,3400.0,OUT046
FDG29,436.0,OUT018
NCE30,3476.0,OUT017
FDZ40,880.0,OUT046
FDG58,2236.0,OUT018
DRH03,1556.0,OUT013
FDZ47,1584.0,OUT045
FDV04,2260.0,OUT018
FDZ10,1748.0,OUT018
FDG46,1976.0,OUT017
NCF07,1520.0,OUT045
FDY44,3292.0,OUT035
FDB21,3836.0,OUT013
FDS20,3044.0,OUT035
FDS49,1396.0,OUT049
FDX55,4920.0,OUT027
NCQ02,2668.0,OUT018
FDR25,4236.0,OUT013
DRG39,832.0,OUT045
FDB46,3408.0,OUT046
